chromosome,"Primary TSS, 3'",End
chr20,36772252.0,36775252.0
chr20,36852451.0,36855451.0
chr20,36931052.0,36934052.0
chr20,36973314.0,36976314.0
chr20,37099986.0,37102986.0
chr20,37208338.0,37211338.0
chr20,37229077.0,37232077.0
chr20,37351605.0,37354605.0
chr20,37375597.0,37378597.0
chr20,37432848.0,37435848.0
chr20,37553455.0,37556455.0
chr20,37589481.0,37592481.0
chr20,39313017.0,39316017.0
chr20,39655962.0,39658962.0
chr20,39764661.0,39767661.0
chr20,39829423.0,39832423.0
chr20,39968060.0,39971060.0
chr20,39987106.0,39990106.0
chr20,40123949.0,40126949.0
chr20,40699892.0,40702892.0
chr20,42085004.0,42088004.0
chr20,42134820.0,42137820.0
chr20,42186135.0,42189135.0
chr20,42218084.0,42221084.0
chr20,42294209.0,42297209.0
chr20,42353301.0,42356301.0
chr20,42541992.0,42544992.0
chr20,42803957.0,42806957.0
chr20,42823081.0,42826081.0
chr20,42874398.0,42877398.0
chr20,42933697.0,42936697.0
chr20,42964298.0,42967298.0
chr20,43028396.0,43031396.0
chr20,43103026.0,43106026.0
chr20,43126401.0,43129401.0
chr20,43158936.0,43161936.0
chr20,43246663.0,43249663.0
chr20,43342520.0,43345520.0
chr20,43372988.0,43375988.0
chr20,43378945.0,43381945.0
chr20,43512844.0,43515844.0
chr20,43537203.0,43540203.0
chr20,43569271.0,43572271.0
chr20,43593620.0,43596620.0
chr20,43719450.0,43722450.0
chr20,43736593.0,43739593.0
chr20,43750567.0,43753567.0
chr20,43802040.0,43805040.0
chr20,43834138.0,43837138.0
chr20,43834138.0,43837138.0
chr20,43879379.0,43882379.0
chr20,43921048.0,43924048.0
chr20,43933991.0,43936991.0
chr20,43952429.0,43955429.0
chr20,43990309.0,43993309.0
chr20,44001020.0,44004020.0
chr20,44035129.0,44038129.0
chr20,44043207.0,44046207.0
chr20,44096894.0,44099894.0
chr20,44139601.0,44142601.0
chr20,44161336.0,44164336.0
chr20,44163419.0,44166419.0
chr20,44168984.0,44171984.0
chr20,44178901.0,44181901.0
chr20,44235078.0,44238078.0
chr20,44256885.0,44259885.0
chr20,44275702.0,44278702.0
chr20,44311790.0,44314790.0
chr20,44329155.0,44332155.0
chr20,44349488.0,44352488.0
chr20,44401347.0,44404347.0
chr20,44419076.0,44422076.0
chr20,44439755.0,44442755.0
chr20,44450355.0,44453355.0
chr20,44469886.0,44472886.0
chr20,44484720.0,44487720.0
chr20,44508348.0,44511348.0
chr20,44515611.0,44518611.0
chr20,44518091.0,44521091.0
chr20,44525759.0,44528759.0
chr20,44561817.0,44564817.0
chr20,44594020.0,44597020.0
chr20,44636047.0,44639047.0
chr20,44648829.0,44651829.0
chr20,44688126.0,44691126.0
chr20,44745406.0,44748406.0
chr20,44836960.0,44839960.0
chr20,44976677.0,44979677.0
chr20,45002375.0,45005375.0
chr20,45126769.0,45129769.0
chr20,45168170.0,45171170.0
chr20,45235849.0,45238849.0
chr20,45311504.0,45314504.0
chr20,45336779.0,45339779.0
chr20,45521763.0,45524763.0
chr20,45925388.0,45928388.0
chr20,46129101.0,46132101.0
chr20,46316792.0,46319792.0
chr20,47239293.0,47242293.0
chr20,47536775.0,47539775.0
chr20,47661283.0,47664283.0
chr20,47728376.0,47731376.0
chr20,47834332.0,47837332.0
chr20,47860939.0,47863939.0
chr20,47987005.0,47990005.0
chr20,48118911.0,48121911.0
chr20,48247983.0,48250983.0
chr20,48427750.0,48430750.0
chr20,48518429.0,48521429.0
chr20,48551414.0,48554414.0
chr20,48598013.0,48601013.0
chr20,48696161.0,48699161.0
chr20,48768743.0,48771743.0
chr20,48768743.0,48771743.0
chr20,48805620.0,48808620.0
chr20,49125391.0,49128391.0
chr20,49306584.0,49309584.0
chr20,49346581.0,49349581.0
chr20,49409967.0,49412967.0
chr20,49505383.0,49508383.0
chr20,49549905.0,49552905.0
chr20,49573851.0,49576851.0
chr20,49623716.0,49626716.0
chr20,50001994.0,50004994.0
chr20,50211814.0,50214814.0
chr20,50399083.0,50402083.0
chr20,50766317.0,50769317.0
chr20,51587446.0,51590446.0
chr20,52190766.0,52193766.0
chr20,52642911.0,52645911.0
chr20,52768488.0,52771488.0
chr20,52823002.0,52826002.0
chr20,53090766.0,53093766.0
chr20,54570913.0,54573913.0
chr20,54822288.0,54825288.0
chr20,54932483.0,54935483.0
chr20,54942945.0,54945945.0
chr20,54966207.0,54969207.0
chr20,54985814.0,54988814.0
chr20,55042251.0,55045251.0
chr20,55065048.0,55068048.0
chr20,55098285.0,55101285.0
chr20,55202858.0,55205858.0
chr20,55746552.0,55749552.0
chr20,55903331.0,55906331.0
chr20,55924645.0,55927645.0
chr20,55931996.0,55934996.0
chr20,55964954.0,55967954.0
chr20,56092055.0,56095055.0
chr20,56134637.0,56137637.0
chr20,56186441.0,56189441.0
chr20,56221948.0,56224948.0
chr20,56724483.0,56727483.0
chr20,56802110.0,56805110.0
chr20,56883271.0,56886271.0
chr20,56962675.0,56965675.0
chr20,57032926.0,57035926.0
chr20,57224809.0,57227809.0
chr20,57266362.0,57269362.0
chr20,57464926.0,57467926.0
chr20,57554763.0,57557763.0
chr20,57570142.0,57573142.0
chr20,57592809.0,57595809.0
chr20,57605918.0,57608918.0
chr20,57616409.0,57619409.0
chr20,57764575.0,57767575.0
chr20,57873999.0,57876999.0
chr20,58178101.0,58181101.0
chr20,58473360.0,58476360.0
chr20,58507319.0,58510319.0
chr20,58510387.0,58513387.0
chr20,58531937.0,58534937.0
chr20,58629480.0,58632480.0
chr20,59825674.0,59828674.0
chr20,60548354.0,60551354.0
chr20,60696017.0,60699017.0
chr20,60710283.0,60713283.0
chr20,60717322.0,60720322.0
chr20,60756581.0,60759581.0
chr20,60788935.0,60791935.0
chr20,60812080.0,60815080.0
chr20,60876527.0,60879527.0
chr20,60882621.0,60885621.0
chr20,60960621.0,60963621.0
chr20,60962186.0,60965186.0
chr20,60983793.0,60986793.0
chr20,61037053.0,61040053.0
chr20,61146166.0,61149166.0
chr20,61272297.0,61275297.0
chr20,61338689.0,61341689.0
chr20,61426305.0,61429305.0
chr20,61434677.0,61437677.0
chr20,61446914.0,61449914.0
chr20,61481346.0,61484346.0
chr20,61534858.0,61537858.0
chr20,61567941.0,61570941.0
chr20,61582499.0,61585499.0
chr20,61635831.0,61638831.0
chr20,61825282.0,61828282.0
chr20,61865776.0,61868776.0
chr20,61876490.0,61879490.0
chr20,61902665.0,61905665.0
chr20,61923038.0,61926038.0
chr20,61976303.0,61979303.0
chr20,62063532.0,62066532.0
chr20,62117865.0,62120865.0
chr20,62150633.0,62153633.0
chr20,62164099.0,62167099.0
chr20,62170663.0,62173663.0
chr20,62184039.0,62187039.0
chr20,62199994.0,62202994.0
chr20,62217455.0,62220455.0
chr20,62269558.0,62272558.0
chr20,62288167.0,62291167.0
chr20,62326513.0,62329513.0
chr20,62328495.0,62331495.0
chr20,62337880.0,62340880.0
chr20,62368088.0,62371088.0
chr20,62369645.0,62372645.0
chr20,62374375.0,62377375.0
chr20,62491066.0,62494066.0
chr20,62495081.0,62498081.0
chr20,62524955.0,62527955.0
chr20,62570803.0,62573803.0
chr20,62586557.0,62589557.0
chr20,62603966.0,62606966.0
chr20,62610931.0,62613931.0
chr20,62677579.0,62680579.0
chr20,62692510.0,62695510.0
chr20,62703035.0,62706035.0
chr20,62709971.0,62712971.0
chr20,62714044.0,62717044.0
chr20,62735683.0,62738683.0
chr20,62794313.0,62797313.0
chr20,62885548.0,62888548.0
chr21,10959461.0,10962461.0
chr21,11056661.0,11059661.0
chr21,11058290.0,11061290.0
chr21,11097442.0,11100442.0
chr21,11097442.0,11100442.0
chr21,14980998.0,14983998.0
chr21,15479635.0,15482635.0
chr21,15586966.0,15589966.0
chr21,15741937.0,15744937.0
chr21,15871360.0,15874360.0
chr21,16029652.0,16032652.0
chr21,16335537.0,16338537.0
chr21,17100996.0,17103996.0
chr21,18883724.0,18886724.0
chr21,18964468.0,18967468.0
chr21,19159784.0,19162784.0
chr21,19615650.0,19618650.0
chr21,19639933.0,19642933.0
chr21,22369133.0,22372133.0
chr21,26956468.0,26959468.0
chr21,27010094.0,27013094.0
chr21,27105727.0,27108727.0
chr21,27105771.0,27108771.0
chr21,27380420.0,27383420.0
chr21,27838746.0,27841746.0
chr21,28207106.0,28210106.0
chr21,28288731.0,28291731.0
chr21,30246886.0,30249886.0
chr21,30337192.0,30340192.0
chr21,30376580.0,30379580.0
chr21,30395438.0,30398438.0
chr21,30427148.0,30430148.0
chr21,30501465.0,30504465.0
chr21,30669720.0,30672720.0
chr21,30969615.0,30972615.0
chr21,31536741.0,31539741.0
chr21,31584824.0,31587824.0
chr21,31652127.0,31655127.0
chr21,31659963.0,31662963.0
chr21,31689950.0,31692950.0
chr21,31707831.0,31710831.0
chr21,31719217.0,31722217.0
chr21,31742209.0,31745209.0
chr21,31766892.0,31769892.0
chr21,31796211.0,31799211.0
chr21,31801094.0,31804094.0
chr21,31811146.0,31814146.0
chr21,31850864.0,31853864.0
chr21,31858009.0,31861009.0
chr21,31862282.0,31865282.0
chr21,31867674.0,31870674.0
chr21,31872690.0,31875690.0
chr21,31912354.0,31915354.0
chr21,31931917.0,31934917.0
chr21,31960924.0,31963924.0
chr21,31963259.0,31966259.0
chr21,31969505.0,31972505.0
chr21,31971940.0,31974940.0
chr21,31984505.0,31987505.0
chr21,31987274.0,31990274.0
chr21,32006083.0,32009083.0
chr21,32013683.0,32016683.0
chr21,32089343.0,32092343.0
chr21,32117769.0,32120769.0
chr21,32125957.0,32128957.0
chr21,32183515.0,32186515.0
chr21,32199858.0,32202858.0
chr21,32251464.0,32254464.0
chr21,32408978.0,32411978.0
chr21,32583447.0,32586447.0
chr21,33030435.0,33033435.0
chr21,33071572.0,33074572.0
chr21,33244128.0,33247128.0
chr21,33639030.0,33642030.0
chr21,33669661.0,33672661.0
chr21,33681830.0,33684830.0
chr21,33783252.0,33786252.0
chr21,33945651.0,33948651.0
chr21,33983226.0,33986226.0
chr21,33999569.0,34002569.0
chr21,34130167.0,34133167.0
chr21,34164573.0,34167573.0
chr21,34396716.0,34399716.0
chr21,34440950.0,34443950.0
chr21,34600731.0,34603731.0
chr21,34637165.0,34640165.0
chr21,34695714.0,34698714.0
chr21,34773702.0,34776702.0
chr21,34819589.0,34822589.0
chr21,34859034.0,34862034.0
chr21,34894816.0,34897816.0
chr21,34913850.0,34916850.0
chr21,34948359.0,34951359.0
chr21,35010551.0,35013551.0
chr21,35013284.0,35016284.0
chr21,35286615.0,35289615.0
chr21,35444323.0,35447323.0
chr21,35734809.0,35737809.0
chr21,35746347.0,35749347.0
chr21,35820043.0,35823043.0
chr21,35891851.0,35894851.0
chr21,36040188.0,36043188.0
chr21,36257640.0,36260640.0
chr21,37414482.0,37417482.0
chr21,37440785.0,37443785.0
chr21,37505763.0,37508763.0
chr21,37527633.0,37530633.0
chr21,37690987.0,37693987.0
chr21,37756189.0,37759189.0
chr21,37831774.0,37834774.0
chr21,38070491.0,38073491.0
chr21,38301051.0,38304051.0
chr21,38377363.0,38380363.0
chr21,38436164.0,38439164.0
chr21,38444075.0,38447075.0
chr21,38638167.0,38641167.0
chr21,38791101.0,38794101.0
chr21,38995285.0,38998285.0
chr21,39424813.0,39427813.0
chr21,39627226.0,39630226.0
chr21,39841200.0,39844200.0
chr21,40176255.0,40179255.0
chr21,40545872.0,40548872.0
chr21,40666863.0,40669863.0
chr21,40712741.0,40715741.0
chr21,40750803.0,40753803.0
chr21,40792498.0,40795498.0
chr21,40816269.0,40819269.0
chr21,41027606.0,41030606.0
chr21,41115834.0,41118834.0
chr21,41237847.0,41240847.0
chr21,41382843.0,41385843.0
chr21,42538228.0,42541228.0
chr21,42545658.0,42548658.0
chr21,42687161.0,42690161.0
chr21,42740512.0,42743512.0
chr21,42796478.0,42799478.0
chr21,42838161.0,42841161.0
chr21,43158029.0,43161029.0
chr21,43219654.0,43222654.0
chr21,43319562.0,43322562.0
chr21,43411102.0,43414102.0
chr21,43481480.0,43484480.0
chr21,43637767.0,43640767.0
chr21,43730277.0,43733277.0
chr21,43764967.0,43767967.0
chr21,43780891.0,43783891.0
chr21,43800485.0,43803485.0
chr21,43822471.0,43825471.0
chr21,43891097.0,43894097.0
chr21,43932502.0,43935502.0
chr21,44072126.0,44075126.0
chr21,44267836.0,44270836.0
chr21,44311878.0,44314878.0
chr21,44393143.0,44396143.0
chr21,44471801.0,44474801.0
chr21,44516250.0,44519250.0
chr21,44587641.0,44590641.0
chr21,44832898.0,44835898.0
chr21,44947572.0,44950572.0
chr21,45077932.0,45080932.0
chr21,45137478.0,45140478.0
chr21,45192046.0,45195046.0
chr21,45207918.0,45210918.0
chr21,45283616.0,45286616.0
chr21,45430706.0,45433706.0
chr21,45525708.0,45528708.0
chr21,45552079.0,45555079.0
chr21,45647980.0,45650980.0
chr21,45664722.0,45667722.0
chr21,45704221.0,45707221.0
chr21,45718425.0,45721425.0
chr21,45757799.0,45760799.0
chr21,45768546.0,45771546.0
chr21,45873893.0,45876893.0
chr21,45916275.0,45919275.0
chr21,45976406.0,45979406.0
chr21,45992106.0,45995106.0
chr21,45998064.0,46001064.0
chr21,46018997.0,46021997.0
chr21,46030496.0,46033496.0
chr21,46055773.0,46058773.0
chr21,46072630.0,46075630.0
chr21,46076349.0,46079349.0
chr21,46084606.0,46087606.0
chr21,46099991.0,46102991.0
chr21,46186995.0,46189995.0
chr21,46224032.0,46227032.0
chr21,46269031.0,46272031.0
chr21,46304368.0,46307368.0
chr21,46358455.0,46361455.0
chr21,46492993.0,46495993.0
chr21,46703437.0,46706437.0
chr21,46873924.0,46876924.0
chr21,46933129.0,46936129.0
chr21,47314622.0,47317622.0
chr21,47400163.0,47403163.0
chr21,47516533.0,47519533.0
chr21,47555399.0,47558399.0
chr21,47586198.0,47589198.0
chr21,47607538.0,47610538.0
chr21,47703528.0,47706528.0
chr21,47704767.0,47707767.0
chr21,47733130.0,47736130.0
chr21,47742536.0,47745536.0
chr21,47877362.0,47880362.0
chr21,48017031.0,48020031.0
chr21,48054007.0,48057007.0
chr22,17070148.0,17073148.0
chr22,17262806.0,17265806.0
chr22,17445492.0,17448492.0
chr22,17564349.0,17567349.0
chr22,17600765.0,17603765.0
chr22,17638685.0,17641685.0
chr22,17698831.0,17701831.0
chr22,17955130.0,17958130.0
chr22,18041683.0,18044683.0
chr22,18073403.0,18076403.0
chr22,18119850.0,18122850.0
chr22,18215406.0,18218406.0
chr22,18380351.0,18383351.0
chr22,18559260.0,18562260.0
chr22,18591953.0,18594953.0
chr22,18631258.0,18634258.0
chr22,18892236.0,18895236.0
chr22,18898787.0,18901787.0
chr22,19022295.0,19025295.0
chr22,19116821.0,19119821.0
chr22,19130699.0,19133699.0
chr22,19135004.0,19138004.0
chr22,19161588.0,19164588.0
chr22,19182277.0,19185277.0
chr22,19316724.0,19319724.0
chr22,19418536.0,19421536.0
chr22,19429173.0,19432173.0
chr22,19465230.0,19468230.0
chr22,19465914.0,19468914.0
chr22,19509047.0,19512047.0
chr22,19709586.0,19712586.0
chr22,19742726.0,19745726.0
chr22,19774434.0,19777434.0
chr22,19837190.0,19840190.0
chr22,19880281.0,19883281.0
chr22,19927763.0,19930763.0
chr22,19955902.0,19958902.0
chr22,20007133.0,20010133.0
chr22,20066255.0,20069255.0
chr22,20101156.0,20104156.0
chr22,20103524.0,20106524.0
chr22,20117864.0,20120864.0
chr22,20227438.0,20230438.0
chr22,20300546.0,20303546.0
chr22,20376169.0,20379169.0
chr22,20454494.0,20457494.0
chr22,20716415.0,20719415.0
chr22,20746905.0,20749905.0
chr22,20777374.0,20780374.0
chr22,20794306.0,20797306.0
chr22,20860405.0,20863405.0
chr22,21126883.0,21129883.0
chr22,21151270.0,21154270.0
chr22,21211792.0,21214792.0
chr22,21270214.0,21273214.0
chr22,21319947.0,21322947.0
chr22,21335058.0,21338058.0
chr22,21352561.0,21355561.0
chr22,21367848.0,21370848.0
chr22,21381507.0,21384507.0
chr22,21560762.0,21563762.0
chr22,21736163.0,21739163.0
chr22,21770193.0,21773193.0
chr22,21820941.0,21823941.0
chr22,21898458.0,21901458.0
chr22,21920505.0,21923505.0
chr22,21980878.0,21983878.0
chr22,21985586.0,21988586.0
chr22,21995042.0,21998042.0
chr22,22018773.0,22021773.0
chr22,22050326.0,22053326.0
chr22,22121984.0,22124984.0
chr22,22277749.0,22280749.0
chr22,22309903.0,22312903.0
chr22,22597700.0,22600700.0
chr22,22840592.0,22843592.0
chr22,22866826.0,22869826.0
chr22,22888623.0,22891623.0
chr22,23228460.0,23231460.0
chr22,23411169.0,23414169.0
chr22,23482783.0,23485783.0
chr22,23486013.0,23489013.0
chr22,23521052.0,23524052.0
chr22,23913813.0,23916813.0
chr22,23973008.0,23976008.0
chr22,24026197.0,24029197.0
chr22,24084487.0,24087487.0
chr22,24093430.0,24096430.0
chr22,24103708.0,24106708.0
chr22,24106521.0,24109521.0
chr22,24113536.0,24116536.0
chr22,24132443.0,24135443.0
chr22,24175190.0,24178190.0
chr22,24198541.0,24201541.0
chr22,24235065.0,24238065.0
chr22,24298101.0,24301101.0
chr22,24307526.0,24310526.0
chr22,24312054.0,24315054.0
chr22,24320814.0,24323814.0
chr22,24371617.0,24374617.0
chr22,24380770.0,24383770.0
chr22,24406320.0,24409320.0
chr22,24575944.0,24578944.0
chr22,24620530.0,24623530.0
chr22,24665290.0,24668290.0
chr22,24814806.0,24817806.0
chr22,24888577.0,24891577.0
chr22,24936889.0,24939889.0
chr22,24950118.0,24953118.0
chr22,24987557.0,24990557.0
chr22,24997624.0,25000624.0
chr22,25113501.0,25116501.0
chr22,25200636.0,25203636.0
chr22,25271891.0,25274891.0
chr22,25329708.0,25332708.0
chr22,25594317.0,25597317.0
chr22,25614112.0,25617112.0
chr22,25746119.0,25749119.0
chr22,25959155.0,25962155.0
chr22,26136620.0,26139620.0
chr22,26563930.0,26566930.0
chr22,26823780.0,26826780.0
chr22,26869836.0,26872836.0
chr22,26878350.0,26881350.0
chr22,26886394.0,26889394.0
chr22,26935255.0,26938255.0
chr22,26993862.0,26996862.0
chr22,27016428.0,27019428.0
chr22,28142765.0,28145765.0
chr22,28246157.0,28249157.0
chr22,28372502.0,28375502.0
chr22,29082231.0,29085231.0
chr22,29136543.0,29139543.0
chr22,29167162.0,29170162.0
chr22,29189048.0,29192048.0
chr22,29277919.0,29280919.0
chr22,29453160.0,29456160.0
chr22,29467540.0,29470540.0
chr22,29600401.0,29603401.0
chr22,29654344.0,29657344.0
chr22,29662498.0,29665498.0
chr22,29701548.0,29704548.0
chr22,29707422.0,29710422.0
chr22,29722169.0,29725169.0
chr22,29833072.0,29836072.0
chr22,29874681.0,29877681.0
chr22,29931113.0,29934113.0
chr22,29949298.0,29952298.0
chr22,29998045.0,30001045.0
chr22,30114844.0,30117844.0
chr22,30140656.0,30143656.0
chr22,30161888.0,30164888.0
chr22,30183097.0,30186097.0
chr22,30277658.0,30280658.0
chr22,30474953.0,30477953.0
chr22,30634936.0,30637936.0
chr22,30657319.0,30660319.0
chr22,30684003.0,30687003.0
chr22,30686479.0,30689479.0
chr22,30726477.0,30729477.0
chr22,30751127.0,30754127.0
chr22,30773303.0,30776303.0
chr22,30791430.0,30794430.0
chr22,30820111.0,30823111.0
chr22,30853716.0,30856716.0
chr22,30883400.0,30886400.0
chr22,30919417.0,30922417.0
chr22,30949124.0,30952124.0
chr22,30971112.0,30974112.0
chr22,31001570.0,31004570.0
chr22,31030293.0,31033293.0
chr22,31057924.0,31060924.0
chr22,31089039.0,31092039.0
chr22,31321100.0,31324100.0
chr22,31475782.0,31478782.0
chr22,31502084.0,31505084.0
chr22,31517409.0,31520409.0
chr22,31529293.0,31532293.0
chr22,31554638.0,31557638.0
chr22,31606750.0,31609750.0
chr22,31683524.0,31686524.0
chr22,31735165.0,31738165.0
chr22,31794039.0,31797039.0
chr22,31862661.0,31865661.0
chr22,31890625.0,31893625.0
chr22,32012977.0,32015977.0
chr22,32078115.0,32081115.0
chr22,32148509.0,32151509.0
chr22,32328007.0,32331007.0
chr22,32338979.0,32341979.0
chr22,32437519.0,32440519.0
chr22,32544019.0,32547019.0
chr22,32584922.0,32587922.0
chr22,32612963.0,32615963.0
chr22,32749372.0,32752372.0
chr22,32790561.0,32793561.0
chr22,32847821.0,32850821.0
chr22,32869207.0,32872207.0
chr22,32912530.0,32915530.0
chr22,33195302.0,33198302.0
chr22,34317056.0,34320056.0
chr22,35460630.0,35463630.0
chr22,35651945.0,35654945.0
chr22,35694297.0,35697297.0
chr22,35775560.0,35778560.0
chr22,35794616.0,35797616.0
chr22,35934970.0,35937970.0
chr22,36001311.0,36004311.0
chr22,36042924.0,36045924.0
chr22,36112419.0,36115419.0
chr22,36133283.0,36136283.0
chr22,36535748.0,36538748.0
chr22,36592001.0,36595001.0
chr22,36620755.0,36623755.0
chr22,36647617.0,36650617.0
chr22,36719578.0,36722578.0
chr22,36861593.0,36864593.0
chr22,36881733.0,36884733.0
chr22,36905397.0,36908397.0
chr22,36955416.0,36958416.0
chr22,37166947.0,37169947.0
chr22,37195245.0,37198245.0
chr22,37255530.0,37258530.0
chr22,37308175.0,37311175.0
chr22,37385660.0,37388660.0
chr22,37405400.0,37408400.0
chr22,37414291.0,37417291.0
chr22,37446279.0,37449279.0
chr22,37478480.0,37481480.0
chr22,37520380.0,37523380.0
chr22,37574706.0,37577706.0
chr22,37601086.0,37604086.0
chr22,37619810.0,37622810.0
chr22,37676995.0,37679995.0
chr22,37767612.0,37770612.0
chr22,37863601.0,37866601.0
chr22,37884388.0,37887388.0
chr22,37954971.0,37957971.0
chr22,37964753.0,37967753.0
chr22,38003237.0,38006237.0
chr22,38033557.0,38036557.0
chr22,38053237.0,38056237.0
chr22,38070113.0,38073113.0
chr22,38070269.0,38073269.0
chr22,38080844.0,38083844.0
chr22,38199742.0,38202742.0
chr22,38202412.0,38205412.0
chr22,38217889.0,38220889.0
chr22,38225362.0,38228362.0
chr22,38243886.0,38246886.0
chr22,38300655.0,38303655.0
chr22,38337557.0,38340557.0
chr22,38348174.0,38351174.0
chr22,38377505.0,38380505.0
chr22,38451762.0,38454762.0
chr22,38472644.0,38475644.0
chr22,38479396.0,38482396.0
chr22,38521649.0,38524649.0
chr22,38596439.0,38599439.0
chr22,38619931.0,38622931.0
chr22,38685197.0,38688197.0
chr22,38821300.0,38824300.0
chr22,38862583.0,38865583.0
chr22,38884818.0,38887818.0
chr22,38963795.0,38966795.0
chr22,38994269.0,38997269.0
chr22,39051158.0,39054158.0
chr22,39076454.0,39079454.0
chr22,39080048.0,39083048.0
chr22,39100307.0,39103307.0
chr22,39129219.0,39132219.0
chr22,39173013.0,39176013.0
chr22,39212956.0,39215956.0
chr22,39264077.0,39267077.0
chr22,39352027.0,39355027.0
chr22,39376904.0,39379904.0
chr22,39408765.0,39411765.0
chr22,39415618.0,39418618.0
chr22,39435173.0,39438173.0
chr22,39471510.0,39474510.0
chr22,39491729.0,39494729.0
chr22,39525279.0,39528279.0
chr22,39618185.0,39621185.0
chr22,39711512.0,39714512.0
chr22,39744454.0,39747454.0
chr22,39794259.0,39797259.0
chr22,39851289.0,39854289.0
chr22,39896784.0,39899784.0
chr22,39915069.0,39918069.0
chr22,39923598.0,39926598.0
chr22,39965242.0,39968242.0
chr22,40137549.0,40140549.0
chr22,40295586.0,40298586.0
chr22,40389453.0,40392453.0
chr22,40439321.0,40442321.0
chr22,40741004.0,40744004.0
chr22,40765095.0,40768095.0
chr22,40804795.0,40807795.0
chr22,41073777.0,41076777.0
chr22,41164139.0,41167139.0
chr22,41219101.0,41222101.0
chr22,41251585.0,41254585.0
chr22,41254054.0,41257054.0
chr22,41345851.0,41348851.0
chr22,41487114.0,41490114.0
chr22,41599813.0,41602813.0
chr22,41624014.0,41627014.0
chr22,41640115.0,41643115.0
chr22,41696007.0,41699007.0
chr22,41761837.0,41764837.0
chr22,41830815.0,41833815.0
chr22,41854221.0,41857221.0
chr22,41863629.0,41866629.0
chr22,41933662.0,41936662.0
chr22,41955514.0,41958514.0
chr22,41971390.0,41974390.0
chr22,41992532.0,41995532.0
chr22,42015798.0,42018798.0
chr22,42085047.0,42088047.0
chr22,42094018.0,42097018.0
chr22,42195178.0,42198178.0
chr22,42227606.0,42230606.0
chr22,42304058.0,42307058.0
chr22,42319536.0,42322536.0
chr22,42338681.0,42341681.0
chr22,42393229.0,42396229.0
chr22,42452838.0,42455838.0
chr22,42471798.0,42474798.0
chr22,42474195.0,42477195.0
chr22,42480030.0,42483030.0
chr22,42521001.0,42524001.0
chr22,42554519.0,42557519.0
chr22,42774914.0,42777914.0
chr22,42902841.0,42905841.0
chr22,42948425.0,42951425.0
chr22,42978227.0,42981227.0
chr22,43012346.0,43015346.0
chr22,43035106.0,43038106.0
chr22,43112752.0,43115752.0
chr22,43211648.0,43214648.0
chr22,43264272.0,43267272.0
chr22,43434023.0,43437023.0
chr22,43505254.0,43508254.0
chr22,43526712.0,43529712.0
chr22,43546020.0,43549020.0
chr22,43561128.0,43564128.0
chr22,43632082.0,43635082.0
chr22,43806520.0,43809520.0
chr22,44111051.0,44114051.0
chr22,44218887.0,44221887.0
chr22,44274058.0,44277058.0
chr22,44318119.0,44321119.0
chr22,44349761.0,44352761.0
chr22,44418657.0,44421657.0
chr22,44576122.0,44579122.0
chr22,44707340.0,44710340.0
chr22,44891217.0,44894217.0
chr22,45096578.0,45099578.0
chr22,45119624.0,45122624.0
chr22,45146938.0,45149938.0
chr22,45282343.0,45285343.0
chr22,45558226.0,45561226.0
chr22,45586623.0,45589623.0
chr22,45679368.0,45682368.0
chr22,45704285.0,45707285.0
chr22,45764312.0,45767312.0
chr22,45808072.0,45811072.0
chr22,45897219.0,45900219.0
chr22,46066178.0,46069178.0
chr22,46314748.0,46317748.0
chr22,46448610.0,46451610.0
chr22,46544883.0,46547883.0
chr22,46638410.0,46641410.0
chr22,46650060.0,46653060.0
chr22,46662361.0,46665361.0
chr22,46691138.0,46694138.0
chr22,46729798.0,46732798.0
chr22,46763256.0,46766256.0
chr22,47021148.0,47024148.0
chr22,47078807.0,47081807.0
chr22,47157018.0,47160018.0
chr22,48970479.0,48973479.0
chr22,50165437.0,50168437.0
chr22,50245997.0,50248997.0
chr22,50295354.0,50298354.0
chr22,50310783.0,50313783.0
chr22,50352643.0,50355643.0
chr22,50431442.0,50434442.0
chr22,50491554.0,50494554.0
chr22,50496320.0,50499320.0
chr22,50551310.0,50554310.0
chr22,50607660.0,50610660.0
chr22,50622860.0,50625860.0
chr22,50637979.0,50640979.0
chr22,50676556.0,50679556.0
chr22,50684085.0,50687085.0
chr22,50694278.0,50697278.0
chr22,50703078.0,50706078.0
chr22,50711908.0,50714908.0
chr22,50748892.0,50751892.0
chr22,50780246.0,50783246.0
chr22,50898088.0,50901088.0
chr22,50918485.0,50921485.0
chr22,50923713.0,50926713.0
chr22,50939876.0,50942876.0
chr22,50945145.0,50948145.0
chr22,50960540.0,50963540.0
chr22,50964126.0,50967126.0
chr22,50967338.0,50970338.0
chr22,50984962.0,50987962.0
chr22,50988041.0,50991041.0
chr22,51005790.0,51008790.0
chr22,51015887.0,51018887.0
chr22,51037631.0,51040631.0
chr22,51063519.0,51066519.0
chr22,51134400.0,51137400.0
chr22,51175152.0,51178152.0
chr22,51204420.0,51207420.0
chr3,236779.0,239779.0
chr3,1133129.0,1136129.0
chr3,2139050.0,2142050.0
chr3,3131994.0,3134994.0
chr3,3167114.0,3170114.0
chr3,3194931.0,3197931.0
chr3,3839621.0,3842621.0
chr3,4343488.0,4346488.0
chr3,4401329.0,4404329.0
chr3,4533532.0,4536532.0
chr3,5019597.0,5022597.0
chr3,5162430.0,5165430.0
